State,Month,Day,Hour,Temperature,Humidity,WindSpeed,WeatherType
Jharkhand,5,17,12,39.6,35,17.1,Sunny
Jharkhand,5,18,12,41.0,41,23.2,Windy
Jharkhand,5,19,12,39.8,33,21.1,Windy
Jharkhand,5,20,12,39.7,27,20.0,Sunny
Jharkhand,5,21,12,41.8,25,25.6,Windy
Jharkhand,5,22,12,42.0,29,25.3,Windy
Jharkhand,5,23,12,40.7,38,22.6,Windy
Jharkhand,5,24,12,37.9,51,16.3,Sunny
Jharkhand,5,25,12,39.2,54,18.8,Rainy
Jharkhand,5,26,12,36.0,62,26.4,Rainy
Jharkhand,5,27,12,35.8,56,24.8,Windy
Jharkhand,5,28,12,36.4,52,15.8,Sunny
Jharkhand,5,29,12,36.6,58,14.7,Sunny
Jharkhand,5,30,12,38.1,51,18.2,Sunny
Jharkhand,5,31,12,38.4,41,16.0,Sunny
Jharkhand,6,1,12,38.0,35,18.8,Sunny
Jharkhand,6,2,12,39.5,31,21.5,Windy
Jharkhand,6,3,12,39.6,30,16.4,Sunny
Jharkhand,6,4,12,38.8,31,13.9,Sunny
Jharkhand,6,5,12,38.8,39,22.5,Windy
Jharkhand,6,6,12,38.9,36,16.4,Sunny
Jharkhand,6,7,12,39.7,31,16.6,Sunny
Jharkhand,6,8,12,39.1,28,16.7,Sunny
Jharkhand,6,9,12,39.9,26,20.6,Windy
Jharkhand,6,10,12,40.3,43,18.2,Sunny
Jharkhand,6,11,12,39.8,35,21.1,Windy
Jharkhand,6,12,12,40.1,35,22.7,Windy
Jharkhand,6,13,12,40.5,35,24.8,Windy
Jharkhand,6,14,12,40.7,36,23.2,Windy
Jharkhand,6,15,12,40.9,36,26.0,Windy
Jharkhand,6,16,12,40.3,34,20.5,Windy
Jharkhand,6,17,12,41.6,34,18.8,Sunny
Jharkhand,6,18,12,41.1,41,20.2,Windy
Jharkhand,6,19,12,38.7,54,21.8,Rainy
Jharkhand,6,20,12,38.5,59,17.7,Sunny
Jharkhand,6,21,12,36.8,66,20.0,Rainy
Jharkhand,6,22,12,33.8,71,14.3,Rainy
Jharkhand,6,23,12,34.2,69,14.4,Rainy
Jharkhand,6,24,12,35.4,68,15.4,Rainy
Jharkhand,6,25,12,32.7,84,21.3,Rainy
Jharkhand,6,26,12,31.1,83,22.5,Rainy
Jharkhand,6,27,12,29.7,88,20.4,Rainy
Jharkhand,6,28,12,30.9,83,17.4,Rainy
Jharkhand,6,29,12,31.4,79,23.5,Rainy
Jharkhand,6,30,12,32.5,79,19.1,Rainy
Jharkhand,7,1,12,33.3,76,17.6,Rainy
Jharkhand,7,2,12,32.8,76,15.7,Sunny
Jharkhand,7,3,12,31.6,83,7.2,Rainy
Jharkhand,7,4,12,34.7,78,18.7,Rainy
Jharkhand,7,5,12,34.0,71,14.8,Sunny
Jharkhand,7,6,12,30.9,83,15.4,Rainy
Jharkhand,7,7,12,32.0,80,15.9,Rainy
Jharkhand,7,8,12,32.4,76,13.2,Rainy
Jharkhand,7,9,12,33.3,77,13.6,Rainy
Jharkhand,7,10,12,33.5,74,12.5,Sunny
Jharkhand,7,11,12,34.9,71,16.6,Sunny
Jharkhand,7,12,12,33.4,77,14.6,Rainy
Jharkhand,7,13,12,33.4,79,13.2,Rainy
Jharkhand,7,14,12,31.0,83,13.8,Rainy
Jharkhand,7,15,12,31.6,83,11.6,Rainy
Jharkhand,7,16,12,31.4,84,11.4,Rainy
Jharkhand,7,17,12,31.3,82,19.3,Rainy
Jharkhand,7,18,12,31.2,84,20.9,Rainy
Jharkhand,7,19,12,31.3,84,22.0,Rainy
Jharkhand,7,20,12,32.0,83,21.7,Rainy
Jharkhand,7,21,12,30.8,86,27.4,Rainy
Jharkhand,7,22,12,30.1,86,23.8,Rainy
Jharkhand,7,23,12,31.5,82,23.4,Rainy
Jharkhand,7,24,12,32.9,78,15.6,Sunny
Jharkhand,7,25,12,32.9,78,20.1,Windy
Jharkhand,7,26,12,30.9,83,18.8,Rainy
Jharkhand,7,27,12,32.0,81,17.7,Rainy
Jharkhand,7,28,12,32.2,80,13.3,Rainy
Jharkhand,7,29,12,31.4,85,12.5,Rainy
Jharkhand,7,30,12,30.3,87,16.8,Rainy
Jharkhand,7,31,12,32.7,80,17.6,Rainy
Jharkhand,8,1,12,31.0,87,17.1,Rainy
Jharkhand,8,2,12,30.2,93,20.8,Rainy
Jharkhand,8,3,12,30.2,85,22.7,Rainy
Jharkhand,8,4,12,29.0,81,19.9,Sunny
Jharkhand,8,5,12,30.2,84,16.5,Rainy
Jharkhand,8,6,12,30.5,83,21.2,Rainy
Jharkhand,8,7,12,29.4,87,22.5,Rainy
Jharkhand,8,8,12,27.6,87,17.7,Rainy
Jharkhand,8,9,12,28.6,85,19.5,Rainy
Jharkhand,8,10,12,31.1,78,14.4,Rainy
Jharkhand,8,11,12,31.4,83,12.3,Rainy
Jharkhand,8,12,12,31.7,79,18.7,Rainy
Jharkhand,8,13,12,29.7,83,11.5,Rainy
Jharkhand,8,14,12,31.4,78,7.7,Sunny
Jharkhand,8,15,12,31.5,81,11.5,Rainy
Jharkhand,8,16,12,31.5,82,11.7,Rainy
Jharkhand,8,17,12,30.7,87,17.6,Rainy
Jharkhand,8,18,12,31.4,88,20.2,Rainy
Jharkhand,8,19,12,31.0,86,19.5,Rainy
Jharkhand,8,20,12,31.4,81,15.3,Sunny
Jharkhand,8,21,12,32.0,81,9.4,Sunny
Jharkhand,8,22,12,31.9,82,16.6,Rainy
Jharkhand,8,23,12,32.1,86,16.6,Rainy
Jharkhand,8,24,12,29.9,83,20.2,Windy
Jharkhand,8,25,12,29.7,83,16.5,Rainy
Jharkhand,8,26,12,31.2,79,22.4,Windy
Jharkhand,8,27,12,32.3,71,24.1,Windy
Jharkhand,8,28,12,31.8,68,19.2,Sunny
Jharkhand,8,29,12,31.7,71,15.3,Sunny
Jharkhand,8,30,12,32.2,74,12.2,Sunny
Jharkhand,8,31,12,33.1,73,8.6,Sunny
Jharkhand,9,1,12,33.5,72,10.9,Rainy
Jharkhand,9,2,12,34.1,76,14.0,Rainy
Jharkhand,9,3,12,33.9,81,12.1,Rainy
Jharkhand,9,4,12,29.2,89,16.9,Rainy
Jharkhand,9,5,12,29.0,88,22.8,Rainy
Jharkhand,9,6,12,30.7,85,24.5,Rainy
Jharkhand,9,7,12,30.1,89,20.5,Rainy
Jharkhand,9,8,12,30.2,88,13.6,Rainy
Jharkhand,9,9,12,31.3,84,14.9,Sunny
Jharkhand,9,10,12,31.9,83,9.7,Sunny
Jharkhand,9,11,12,32.5,83,11.4,Rainy
Jharkhand,9,12,12,32.7,82,10.8,Sunny
Jharkhand,9,13,12,31.1,86,15.6,Rainy
Jharkhand,9,14,12,28.5,92,25.5,Rainy
Jharkhand,9,15,12,29.3,90,23.2,Rainy
Jharkhand,9,16,12,30.9,88,11.5,Rainy
Jharkhand,9,17,12,31.1,88,17.9,Rainy
Jharkhand,9,18,12,30.8,86,11.9,Rainy
Jharkhand,9,19,12,30.4,86,14.8,Rainy
Jharkhand,9,20,12,29.4,90,14.2,Rainy
Jharkhand,9,21,12,28.8,92,11.2,Rainy
Jharkhand,9,22,12,28.1,90,12.6,Rainy
Jharkhand,9,23,12,27.6,91,19.0,Rainy
Jharkhand,9,24,12,30.4,84,12.2,Sunny
Jharkhand,9,25,12,28.4,91,7.8,Rainy
Jharkhand,9,26,12,29.6,91,9.2,Rainy
Jharkhand,9,27,12,31.0,89,13.0,Rainy
Jharkhand,9,28,12,31.6,84,7.9,Rainy
Jharkhand,9,29,12,31.9,82,11.5,Sunny
Jharkhand,9,30,12,29.3,90,13.5,Rainy
Jharkhand,10,1,12,25.7,96,20.4,Rainy
Jharkhand,10,2,12,28.2,93,15.9,Rainy
Jharkhand,10,3,12,27.0,94,18.7,Rainy
Jharkhand,10,4,12,27.0,94,12.7,Rainy
Jharkhand,10,5,12,29.7,89,18.4,Rainy
Jharkhand,10,6,12,30.2,86,14.9,Rainy
Jharkhand,10,7,12,30.4,86,8.0,Sunny
Jharkhand,10,8,12,31.6,79,10.3,Sunny
Jharkhand,10,9,12,32.1,71,17.7,Sunny
Jharkhand,10,10,12,32.1,69,13.8,Sunny
Jharkhand,10,11,12,31.8,66,13.0,Sunny
Jharkhand,10,12,12,32.1,64,9.8,Sunny
Jharkhand,10,13,12,31.3,63,10.4,Sunny
Jharkhand,10,14,12,31.2,63,15.1,Sunny
Jharkhand,10,15,12,31.2,67,14.1,Sunny
Jharkhand,10,16,12,31.5,60,8.7,Sunny
Jharkhand,10,17,12,30.0,74,14.3,Sunny
Jharkhand,10,18,12,29.0,78,9.6,Rainy
Jharkhand,10,19,12,28.9,71,9.5,Sunny
Jharkhand,10,20,12,28.9,66,11.0,Sunny
Jharkhand,10,21,12,28.5,60,8.8,Sunny
Jharkhand,10,22,12,28.2,60,7.1,Sunny
Jharkhand,10,23,12,28.4,68,10.1,Sunny
Jharkhand,10,24,12,28.8,75,11.1,Sunny
Jharkhand,10,25,12,28.9,74,10.0,Sunny
Jharkhand,10,26,12,29.1,66,10.5,Sunny
Jharkhand,10,27,12,29.0,55,11.3,Sunny
Jharkhand,10,28,12,28.3,57,8.3,Sunny
Jharkhand,10,29,12,28.8,59,8.1,Sunny
Jharkhand,10,30,12,27.9,61,8.3,Sunny
Jharkhand,10,31,12,28.2,62,9.5,Sunny
Jharkhand,11,1,12,29.4,64,11.9,Sunny
Jharkhand,11,2,12,30.1,64,9.4,Sunny
Jharkhand,11,3,12,27.8,77,10.3,Rainy
Jharkhand,11,4,12,28.1,77,10.2,Sunny
Jharkhand,11,5,12,29.0,63,8.1,Sunny
Jharkhand,11,6,12,28.5,48,9.8,Sunny
Jharkhand,11,7,12,28.1,56,9.4,Sunny
Jharkhand,11,8,12,27.8,60,8.0,Sunny
Jharkhand,11,9,12,29.5,59,12.3,Sunny
Jharkhand,11,10,12,29.3,57,11.6,Sunny
Jharkhand,11,11,12,30.0,56,8.9,Sunny
Jharkhand,11,12,12,28.6,67,7.7,Sunny
Jharkhand,11,13,12,28.2,65,8.5,Sunny
Jharkhand,11,14,12,27.6,60,9.4,Sunny
Jharkhand,11,15,12,27.0,61,9.5,Sunny
Jharkhand,11,16,12,26.8,67,10.2,Sunny
Jharkhand,11,17,12,28.4,76,13.7,Sunny
Jharkhand,11,18,12,28.4,75,10.7,Sunny
Jharkhand,11,19,12,27.4,69,9.7,Sunny
Jharkhand,11,20,12,27.6,64,9.3,Sunny
Jharkhand,11,21,12,27.2,66,9.2,Sunny
Jharkhand,11,22,12,27.3,68,10.7,Sunny
Jharkhand,11,23,12,26.3,62,7.6,Sunny
Jharkhand,11,24,12,26.3,60,10.0,Sunny
Jharkhand,11,25,12,26.4,55,9.5,Sunny
Jharkhand,11,26,12,25.5,58,8.2,Sunny
Jharkhand,11,27,12,25.5,70,8.2,Sunny
Jharkhand,11,28,12,26.4,70,6.9,Sunny
Jharkhand,11,29,12,27.5,72,7.9,Sunny
Jharkhand,11,30,12,27.4,72,10.4,Sunny
Jharkhand,12,1,12,27.5,79,10.0,Sunny
Jharkhand,12,2,12,27.7,76,7.5,Sunny
Jharkhand,12,3,12,28.1,74,6.8,Sunny
Jharkhand,12,4,12,26.5,73,9.3,Sunny
Jharkhand,12,5,12,21.7,78,10.0,Rainy
Jharkhand,12,6,12,20.1,89,9.7,Rainy
Jharkhand,12,7,12,17.7,95,12.4,Rainy
Jharkhand,12,8,12,23.6,83,13.5,Sunny
Jharkhand,12,9,12,24.0,72,13.5,Sunny
Jharkhand,12,10,12,22.8,64,14.8,Sunny
Jharkhand,12,11,12,22.5,65,10.0,Sunny
Jharkhand,12,12,12,22.2,66,10.1,Sunny
Jharkhand,12,13,12,22.9,61,16.4,Sunny
Jharkhand,12,14,12,22.9,66,11.8,Sunny
Jharkhand,12,15,12,22.6,65,9.2,Sunny
Jharkhand,12,16,12,22.4,66,9.7,Sunny
Jharkhand,12,17,12,22.8,63,8.5,Sunny
Jharkhand,12,18,12,21.5,67,10.7,Sunny
Jharkhand,12,19,12,21.4,68,13.5,Sunny
Jharkhand,12,20,12,21.4,71,9.4,Sunny
Jharkhand,12,21,12,21.9,62,8.1,Sunny
Jharkhand,12,22,12,22.9,63,6.5,Sunny
Jharkhand,12,23,12,23.8,71,8.9,Sunny
Jharkhand,12,24,12,24.0,71,8.7,Sunny
Jharkhand,12,25,12,24.4,72,9.4,Sunny
Jharkhand,12,26,12,24.3,67,9.4,Sunny
Jharkhand,12,27,12,24.3,67,9.2,Sunny
Jharkhand,12,28,12,24.5,73,9.7,Sunny
Jharkhand,12,29,12,24.7,66,9.4,Sunny
Jharkhand,12,30,12,24.5,72,10.8,Sunny
Jharkhand,12,31,12,23.8,78,9.7,Sunny
Jharkhand,1,1,12,23.5,72,13.3,Sunny
Jharkhand,1,2,12,24.3,69,10.1,Sunny
Jharkhand,1,3,12,24.2,73,8.3,Sunny
Jharkhand,1,4,12,24.8,74,9.8,Sunny
Jharkhand,1,5,12,25.0,79,13.8,Sunny
Jharkhand,1,6,12,22.6,87,7.1,Rainy
Jharkhand,1,7,12,23.3,83,7.4,Sunny
Jharkhand,1,8,12,23.8,83,11.0,Sunny
Jharkhand,1,9,12,25.6,69,10.5,Sunny
Jharkhand,1,10,12,25.2,77,15.5,Sunny
Jharkhand,1,11,12,23.6,72,15.6,Sunny
Jharkhand,1,12,12,23.1,60,11.5,Sunny
Jharkhand,1,13,12,23.5,55,13.8,Sunny
Jharkhand,1,14,12,23.8,59,13.8,Sunny
Jharkhand,1,15,12,22.9,64,9.3,Sunny
Jharkhand,1,16,12,23.0,69,14.1,Sunny
Jharkhand,1,17,12,23.9,81,9.7,Rainy
Jharkhand,1,18,12,22.4,88,10.0,Rainy
Jharkhand,1,19,12,22.4,73,10.4,Sunny
Jharkhand,1,20,12,23.1,70,11.2,Sunny
Jharkhand,1,21,12,23.4,59,11.7,Sunny
Jharkhand,1,22,12,22.2,58,9.8,Sunny
Jharkhand,1,23,12,22.8,59,9.6,Sunny
Jharkhand,1,24,12,21.6,68,10.4,Sunny
Jharkhand,1,25,12,21.9,60,10.4,Sunny
Jharkhand,1,26,12,22.8,55,10.4,Sunny
Jharkhand,1,27,12,23.7,53,11.0,Sunny
Jharkhand,1,28,12,25.2,49,10.5,Sunny
Jharkhand,1,29,12,26.5,53,12.0,Sunny
Jharkhand,1,30,12,27.3,49,16.0,Sunny
Jharkhand,1,31,12,25.4,58,11.6,Sunny
Jharkhand,2,1,12,23.6,77,7.3,Rainy
Jharkhand,2,2,12,26.1,63,22.5,Windy
Jharkhand,2,3,12,26.0,40,24.0,Windy
Jharkhand,2,4,12,27.3,47,17.1,Sunny
Jharkhand,2,5,12,27.3,61,17.1,Sunny
Jharkhand,2,6,12,27.2,72,14.5,Sunny
Jharkhand,2,7,12,26.0,55,18.7,Sunny
Jharkhand,2,8,12,23.8,37,21.9,Windy
Jharkhand,2,9,12,23.2,46,10.0,Sunny
Jharkhand,2,10,12,26.1,45,10.8,Sunny
Jharkhand,2,11,12,28.2,44,13.7,Sunny
Jharkhand,2,12,12,28.1,56,17.0,Sunny
Jharkhand,2,13,12,26.7,82,9.2,Rainy
Jharkhand,2,14,12,26.9,80,18.8,Rainy
Jharkhand,2,15,12,26.7,78,17.7,Sunny
Jharkhand,2,16,12,28.0,66,16.4,Sunny
Jharkhand,2,17,12,27.8,55,17.4,Sunny
Jharkhand,2,18,12,29.3,48,21.4,Windy
Jharkhand,2,19,12,30.5,49,11.7,Sunny
Jharkhand,2,20,12,32.3,49,27.5,Windy
Jharkhand,2,21,12,31.3,51,18.7,Sunny
Jharkhand,2,22,12,30.8,58,25.8,Windy
Jharkhand,2,23,12,26.2,60,11.1,Sunny
Jharkhand,2,24,12,25.6,46,13.2,Sunny
Jharkhand,2,25,12,27.6,60,10.0,Sunny
Jharkhand,2,26,12,28.9,61,10.4,Sunny
Jharkhand,2,27,12,30.3,60,14.7,Sunny
Jharkhand,2,28,12,27.7,70,17.1,Sunny
Jharkhand,2,29,12,28.7,55,14.8,Sunny
Jharkhand,3,1,12,29.7,49,14.3,Sunny
Jharkhand,3,2,12,30.9,46,11.7,Sunny
Jharkhand,3,3,12,27.9,57,13.7,Sunny
Jharkhand,3,4,12,28.0,72,17.2,Rainy
Jharkhand,3,5,12,28.7,63,18.4,Sunny
Jharkhand,3,6,12,29.1,55,16.3,Sunny
Jharkhand,3,7,12,30.4,44,14.6,Sunny
Jharkhand,3,8,12,29.6,44,21.6,Windy
Jharkhand,3,9,12,29.6,41,18.7,Sunny
Jharkhand,3,10,12,30.8,43,15.3,Sunny
Jharkhand,3,11,12,33.3,40,15.1,Sunny
Jharkhand,3,12,12,33.2,40,18.4,Sunny
Jharkhand,3,13,12,34.9,37,14.0,Sunny
Jharkhand,3,14,12,34.4,34,20.0,Sunny
Jharkhand,3,15,12,34.0,34,19.3,Sunny
Jharkhand,3,16,12,33.1,54,12.4,Rainy
Jharkhand,3,17,12,32.2,59,16.1,Sunny
Jharkhand,3,18,12,33.2,58,13.6,Sunny
Jharkhand,3,19,12,30.0,66,20.6,Windy
Jharkhand,3,20,12,27.7,74,17.5,Rainy
Jharkhand,3,21,12,26.5,73,18.2,Sunny
Jharkhand,3,22,12,28.7,61,14.6,Sunny
Jharkhand,3,23,12,33.9,45,23.2,Windy
Jharkhand,3,24,12,35.4,35,20.5,Windy
Jharkhand,3,25,12,35.6,49,16.5,Sunny
Jharkhand,3,26,12,34.8,42,21.6,Windy
Jharkhand,3,27,12,36.0,34,24.1,Windy
Jharkhand,3,28,12,38.5,38,24.7,Windy
Jharkhand,3,29,12,39.2,46,22.5,Windy
Jharkhand,3,30,12,36.5,45,23.1,Windy
Jharkhand,3,31,12,39.3,33,22.8,Windy
Jharkhand,4,1,12,37.9,27,23.7,Windy
Jharkhand,4,2,12,37.5,28,22.4,Windy
Jharkhand,4,3,12,37.8,25,17.1,Sunny
Jharkhand,4,4,12,40.3,27,22.6,Windy
Jharkhand,4,5,12,39.1,26,20.9,Windy
Jharkhand,4,6,12,39.3,26,15.2,Sunny
Jharkhand,4,7,12,36.5,35,28.5,Rainy
Jharkhand,4,8,12,33.2,46,24.7,Windy
Jharkhand,4,9,12,35.8,37,14.3,Sunny
Jharkhand,4,10,12,35.7,34,11.4,Sunny
Jharkhand,4,11,12,33.4,41,14.7,Sunny
Jharkhand,4,12,12,35.7,42,13.9,Sunny
Jharkhand,4,13,12,36.3,37,10.9,Sunny
Jharkhand,4,14,12,37.6,35,11.9,Sunny
Jharkhand,4,15,12,38.1,35,13.3,Sunny
Jharkhand,4,16,12,38.4,33,19.2,Sunny
Jharkhand,4,17,12,38.7,29,27.9,Windy
Jharkhand,4,18,12,38.7,24,23.3,Windy
Jharkhand,4,19,12,40.5,21,28.8,Windy
Jharkhand,4,20,12,41.3,20,29.1,Windy
Jharkhand,4,21,12,41.1,21,27.3,Windy
Jharkhand,4,22,12,35.1,28,24.7,Windy
Jharkhand,4,23,12,38.1,32,26.9,Windy
Jharkhand,4,24,12,39.3,26,23.7,Windy
Jharkhand,4,25,12,40.0,20,21.8,Windy
Jharkhand,4,26,12,41.1,20,20.6,Windy
Jharkhand,4,27,12,40.7,23,20.8,Windy
Jharkhand,4,28,12,41.1,27,21.4,Windy
Jharkhand,4,29,12,41.3,27,25.6,Windy
Jharkhand,4,30,12,42.2,22,28.9,Windy
Jharkhand,5,1,12,41.0,21,23.1,Windy
Jharkhand,5,2,12,39.2,16,23.7,Windy
Jharkhand,5,3,12,39.3,16,15.8,Sunny
Jharkhand,5,4,12,40.6,15,18.7,Sunny
Jharkhand,5,5,12,41.5,17,18.5,Sunny
Jharkhand,5,6,12,40.4,33,22.0,Windy
Jharkhand,5,7,12,36.8,62,24.8,Rainy
Jharkhand,5,8,12,34.8,62,15.9,Sunny
Jharkhand,5,9,12,33.2,63,19.9,Rainy
Jharkhand,5,10,12,35.9,56,17.5,Sunny
Jharkhand,5,11,12,37.0,65,21.4,Rainy
Jharkhand,5,12,12,34.7,66,11.3,Rainy
Jharkhand,5,13,12,36.9,57,15.4,Sunny
Jharkhand,5,14,12,38.4,46,13.0,Sunny
Jharkhand,5,15,12,36.6,53,20.6,Rainy
Jharkhand,5,16,12,39.1,44,26.4,Windy
Jharkhand,5,17,12,38.2,43,21.4,Windy
Jharkhand,5,18,12,38.3,42,21.1,Windy
Jharkhand,5,19,12,37.8,45,23.1,Windy
Jharkhand,5,20,12,40.3,48,25.3,Windy
Jharkhand,5,21,12,37.9,55,21.2,Windy
Jharkhand,5,22,12,37.4,64,26.3,Windy
Jharkhand,5,23,12,35.5,66,17.1,Sunny
Jharkhand,5,24,12,36.2,59,13.4,Sunny
Jharkhand,5,25,12,38.0,55,11.3,Sunny
Jharkhand,5,26,12,37.0,60,21.5,Windy
Jharkhand,5,27,12,36.3,59,20.1,Windy
Jharkhand,5,28,12,43.2,43,22.0,Windy
Jharkhand,5,29,12,44.8,32,29.2,Windy
Jharkhand,5,30,12,43.6,29,17.4,Sunny
Jharkhand,5,31,12,41.1,48,17.9,Rainy
Jharkhand,6,1,12,41.6,57,22.1,Rainy
Jharkhand,6,2,12,40.6,50,23.6,Windy
Jharkhand,6,3,12,39.5,46,22.4,Windy
Jharkhand,6,4,12,40.1,42,20.5,Windy
Jharkhand,6,5,12,40.4,39,15.6,Sunny
Jharkhand,6,6,12,40.2,42,21.2,Windy
Jharkhand,6,7,12,40.3,42,22.2,Windy
Jharkhand,6,8,12,41.2,38,23.4,Windy
Jharkhand,6,9,12,41.0,36,17.2,Sunny
Jharkhand,6,10,12,40.9,39,18.7,Sunny
Jharkhand,6,11,12,42.1,34,18.0,Sunny
Jharkhand,6,12,12,42.4,40,18.0,Sunny
Jharkhand,6,13,12,42.3,38,25.6,Windy
Jharkhand,6,14,12,42.0,36,26.1,Windy
Jharkhand,6,15,12,42.4,39,24.6,Windy
Jharkhand,6,16,12,41.7,43,20.6,Windy
Jharkhand,6,17,12,41.4,45,22.7,Windy
Jharkhand,6,18,12,40.7,44,23.0,Windy
Jharkhand,6,19,12,38.9,55,24.9,Rainy
Jharkhand,6,20,12,36.6,65,21.3,Rainy
Jharkhand,6,21,12,34.7,71,13.5,Rainy
Jharkhand,6,22,12,35.0,72,14.2,Sunny
Jharkhand,6,23,12,33.9,70,11.5,Rainy
Jharkhand,6,24,12,35.6,65,14.8,Sunny
Jharkhand,6,25,12,35.6,70,16.4,Rainy
Jharkhand,6,26,12,35.0,67,18.1,Rainy
Jharkhand,6,27,12,33.7,73,16.1,Rainy
Jharkhand,6,28,12,33.9,75,11.9,Rainy
Jharkhand,6,29,12,33.4,81,10.1,Rainy
Jharkhand,6,30,12,31.8,82,14.3,Rainy
Jharkhand,7,1,12,31.2,84,17.1,Rainy
Jharkhand,7,2,12,27.9,87,18.4,Rainy
Jharkhand,7,3,12,28.2,89,10.8,Rainy
Jharkhand,7,4,12,31.3,85,15.5,Rainy
Jharkhand,7,5,12,31.2,82,19.0,Rainy
Jharkhand,7,6,12,33.1,81,18.3,Rainy
Jharkhand,7,7,12,31.1,86,12.4,Rainy
Jharkhand,7,8,12,32.5,78,13.7,Sunny
Jharkhand,7,9,12,33.9,74,10.5,Sunny
Jharkhand,7,10,12,33.9,78,14.0,Rainy
Jharkhand,7,11,12,33.1,80,14.8,Rainy
Jharkhand,7,12,12,29.0,88,10.7,Rainy
Jharkhand,7,13,12,30.5,88,7.4,Rainy
Jharkhand,7,14,12,31.4,85,14.8,Rainy
Jharkhand,7,15,12,31.4,83,20.9,Rainy
Jharkhand,7,16,12,31.1,84,19.6,Rainy
Jharkhand,7,17,12,32.4,81,16.6,Rainy
Jharkhand,7,18,12,33.2,77,17.7,Sunny
Jharkhand,7,19,12,32.6,82,23.7,Rainy
Jharkhand,7,20,12,31.4,86,25.4,Rainy
Jharkhand,7,21,12,29.8,90,19.8,Rainy
Jharkhand,7,22,12,30.1,89,12.3,Rainy
Jharkhand,7,23,12,30.6,90,15.8,Rainy
Jharkhand,7,24,12,31.1,88,13.6,Rainy
Jharkhand,7,25,12,30.8,86,10.5,Rainy
Jharkhand,7,26,12,31.6,88,11.3,Rainy
Jharkhand,7,27,12,31.0,89,26.6,Rainy
Jharkhand,7,28,12,31.7,85,20.0,Rainy
Jharkhand,7,29,12,31.6,87,10.4,Rainy
Jharkhand,7,30,12,31.6,87,7.3,Rainy
Jharkhand,7,31,12,31.3,88,10.2,Rainy
Jharkhand,8,1,12,31.2,90,11.3,Rainy
Jharkhand,8,2,12,27.1,91,24.6,Rainy
Jharkhand,8,3,12,28.1,88,28.0,Rainy
Jharkhand,8,4,12,31.1,80,20.3,Rainy
Jharkhand,8,5,12,30.9,82,12.4,Rainy
Jharkhand,8,6,12,29.7,89,14.0,Rainy
Jharkhand,8,7,12,30.2,90,12.8,Rainy
Jharkhand,8,8,12,30.0,88,14.8,Rainy
Jharkhand,8,9,12,30.4,87,11.7,Rainy
Jharkhand,8,10,12,29.8,84,15.4,Rainy
Jharkhand,8,11,12,30.8,86,9.5,Rainy
Jharkhand,8,12,12,29.9,85,10.1,Rainy
Jharkhand,8,13,12,30.7,88,6.8,Rainy
Jharkhand,8,14,12,30.5,89,8.9,Rainy
Jharkhand,8,15,12,30.8,88,9.4,Rainy
Jharkhand,8,16,12,31.5,87,12.8,Rainy
Jharkhand,8,17,12,31.3,87,11.2,Rainy
Jharkhand,8,18,12,29.9,90,15.2,Rainy
Jharkhand,8,19,12,29.3,89,12.4,Rainy
Jharkhand,8,20,12,29.9,90,11.3,Rainy
Jharkhand,8,21,12,31.4,86,7.9,Rainy
Jharkhand,8,22,12,30.0,91,8.8,Rainy
Jharkhand,8,23,12,27.4,92,13.2,Rainy
Jharkhand,8,24,12,28.8,88,12.0,Rainy
Jharkhand,8,25,12,29.7,87,11.2,Rainy
Jharkhand,8,26,12,28.9,90,11.6,Rainy
Jharkhand,8,27,12,28.1,88,9.0,Rainy
Jharkhand,8,28,12,29.5,90,11.9,Rainy
Jharkhand,8,29,12,30.5,86,15.1,Rainy
Jharkhand,8,30,12,31.0,84,12.7,Sunny
Jharkhand,8,31,12,31.5,82,18.0,Rainy
Jharkhand,9,1,12,30.2,86,19.1,Rainy
Jharkhand,9,2,12,30.2,85,17.1,Rainy
Jharkhand,9,3,12,31.6,84,13.8,Rainy
Jharkhand,9,4,12,30.5,88,12.9,Rainy
Jharkhand,9,5,12,30.4,89,7.4,Rainy
Jharkhand,9,6,12,30.2,86,9.7,Rainy
Jharkhand,9,7,12,31.4,84,11.1,Rainy
Jharkhand,9,8,12,29.9,88,12.8,Rainy
Jharkhand,9,9,12,30.5,88,21.6,Rainy
Jharkhand,9,10,12,30.4,89,20.1,Rainy
Jharkhand,9,11,12,31.3,82,14.4,Rainy
Jharkhand,9,12,12,31.4,84,11.9,Rainy
Jharkhand,9,13,12,30.3,87,25.1,Rainy
Jharkhand,9,14,12,25.7,93,20.4,Rainy
Jharkhand,9,15,12,26.1,94,24.3,Rainy
Jharkhand,9,16,12,24.3,96,27.4,Rainy
Jharkhand,9,17,12,29.0,88,27.1,Rainy
Jharkhand,9,18,12,30.5,81,17.7,Sunny
Jharkhand,9,19,12,31.5,81,5.6,Sunny
Jharkhand,9,20,12,31.4,82,6.9,Sunny
Jharkhand,9,21,12,31.8,81,7.3,Sunny
Jharkhand,9,22,12,32.0,80,10.0,Sunny
Jharkhand,9,23,12,32.3,82,12.2,Rainy
Jharkhand,9,24,12,30.1,87,14.4,Rainy
Jharkhand,9,25,12,26.5,94,19.1,Rainy
Jharkhand,9,26,12,27.8,91,17.1,Rainy
Jharkhand,9,27,12,28.8,88,20.5,Rainy
Jharkhand,9,28,12,30.9,84,16.8,Rainy
